,id,created_at,screen_name,retweet_count,favorite_count,text
378,1309775591227510784,2020-09-26 08:43:30,YEFORD_,59,0,Save Date th Sept first International Day Food Loss Waste Register join us live pm CEST https //
389,1309460103544922112,2020-09-25 11:49:51,YEFORD_,6,0,Everyday people around world make use honey either food medicine The importance honey human life make
397,1309415590495387648,2020-09-25 08:52:59,YEFORD_,7,0,Around thousands species plants animals fungi amp microorganisms used food.Protecting biodiversi
405,1309415422035472384,2020-09-25 08:52:19,YEFORD_,65,0,billion people world regular access safe nutritious sufficient food .To make healthy diets
410,1309415233488912384,2020-09-25 08:51:34,YEFORD_,14,0,`` Kenya strong food amp nutrition security agenda ... one first bring stakeholders together
427,1309383301090758658,2020-09-25 06:44:40,YEFORD_,308,0,What started hustle put food table corona turned passion Meet Kenya 's newest beekeeper
458,1309381935567982592,2020-09-25 06:39:15,YEFORD_,18,0,Growing produce/food gives great sense accomplishment .. My first harvest time kgs en
487,1309055371307343873,2020-09-24 09:01:36,YEFORD_,6,0,Innovations amp Ideas The Foodtech Accelerator accepting applications Global Foodtech Accelerator program
502,1309017606662258689,2020-09-24 06:31:32,YEFORD_,140,0,Soils dirt theyre major reservoir global They Support agriculture amp food security
508,1309017179690602497,2020-09-24 06:29:50,YEFORD_,18,0,As recovers crisis let 's join forces build back stronger food systems Together Keep suppl
513,1309017047691657216,2020-09-24 06:29:19,YEFORD_,8,0,Good quality fresh sea foods available sale Nairobi prawns Ksh /Kg Changu Ksh /kg Ta
552,1308693555049881607,2020-09-23 09:03:52,YEFORD_,8,0,The worlds vulnerable people need science continue playing key role development food systems tha
553,1308693534875226112,2020-09-23 09:03:47,YEFORD_,30,0,Risk analyses food safety emergencies call reliable accurate data tools assess help
583,1308654301670244353,2020-09-23 06:27:53,YEFORD_,5,0,Quote `` .. inextricable link cultural biological diversity '' Message Traditional foods contr
627,1308328979313590272,2020-09-22 08:55:10,YEFORD_,19,0,Virtual event amp discussion fixing business food exploring
629,1308328854365364229,2020-09-22 08:54:41,YEFORD_,27,0,Behind food always someone produced planted harvested fished transported This
633,1308328648085303296,2020-09-22 08:53:51,YEFORD_,20,0,The crisis demonstrated vulnerabilities global food system.We need reshape bui
637,1308328517508173828,2020-09-22 08:53:20,YEFORD_,31,0,Achieving food supplies food production 's access
673,1308000479788634112,2020-09-21 11:09:50,YEFORD_,38,0,As upends food system farmers racing move sales online `` If dont engage digital
716,1307923610078793729,2020-09-21 06:04:23,YEFORD_,18,0,Farming quite richMatooke used food probably cooked stage processed.The stems sold
755,1307250239401857024,2020-09-19 09:28:39,YEFORD_,72,0,The food getting done.First time soybeans farmer I hail this.Farming faint It 's profe
782,1307199838480674817,2020-09-19 06:08:22,YEFORD_,7,0,Knowing food comes produced allows consumers make informed decisions impact
817,1306872354467975168,2020-09-18 08:27:04,YEFORD_,8,0,Food security begins ends women Mrs. Karisa beneficiary sustainable agriculture trainings She g
840,1306536093244968960,2020-09-17 10:10:53,YEFORD_,26,0,Digital opens vast untapped potential farmers entrepreneurs improve efficiency food production
868,1306489876213379073,2020-09-17 07:07:14,YEFORD_,10,0,Innovations amp Ideas The Foodtech Accelerator still accepting applications Global Foodtech Accelerator p
881,1306284618157621248,2020-09-16 17:31:37,YEFORD_,12,0,Sustainable development food systems must involve women empowerment leverage youth employment opp
886,1306284543767392259,2020-09-16 17:31:19,YEFORD_,13,0,Digital technology opens vast untapped potential farmers amp entrepreneurs improve efficiency food production
915,1306147637498966017,2020-09-16 08:27:18,YEFORD_,19,0,Action Tracks guide transformation amp drive progress .Covering food safety nutr
930,1306113854854881280,2020-09-16 06:13:04,YEFORD_,11,0,These gardens suitable small spaces urban areas Our goal increase production organically grown food
933,1306113527514566656,2020-09-16 06:11:46,YEFORD_,9,0,Time reboot prevent millions becoming food insecure whilst protecting natural resources says
955,1305773897669804032,2020-09-15 07:42:11,YEFORD_,10,0,How good food affected InEthiopia people eating less diary lockdown due issues
962,1305773397369147397,2020-09-15 07:40:12,YEFORD_,10,0,New FAO report monitoring progress food amp related `` Many problems would less acute
965,1305773354440429568,2020-09-15 07:40:02,YEFORD_,45,0,An additional million people risk becoming undernourished due As food systems face unprecedented thr
966,1305773333418520583,2020-09-15 07:39:57,YEFORD_,34,0,Congratulations NASA Harvest Africa Lead receiving Africa Food Prize The
975,1305772944921157634,2020-09-15 07:38:24,YEFORD_,53,0,Did know smallholder farmers provide per cent food produced developing countries Access diverse
978,1305772895902281730,2020-09-15 07:38:13,YEFORD_,9,0,Increased staple food crop productivity means smallholder land available grow higher value crops G
1018,1305427604338552832,2020-09-14 08:46:09,YEFORD_,13,0,Kenya How Covid-19 impact food security nutrition people Northern Kenya pastoral
1040,1305404321153118208,2020-09-14 07:13:38,YEFORD_,22,0,Join us online -24 September European Research Innovation Days We 'll discuss food systems soil health
1055,1305374403891519488,2020-09-14 05:14:45,YEFORD_,5,0,Billions people lack regular access safe nutritious food.With pandemic lingering achieving ris
1060,1305374308563329027,2020-09-14 05:14:22,YEFORD_,11,0,Youths great Farming The food security Challenge something overcome create direct indirect J
1064,1305374141747466240,2020-09-14 05:13:42,YEFORD_,34,0,Everyone role play reducing food producers food supply chain stakeholders
1077,1304739627899727872,2020-09-12 11:12:22,YEFORD_,10,0,Africa Food Prize Winners congratulations Andre Bationo
1106,1304413680847794179,2020-09-11 13:37:11,YEFORD_,31,0,Supporting market-led agriculture improves global food security bolsters rural incomes grows businesses amp promote bette
1123,1304413009880715264,2020-09-11 13:34:31,YEFORD_,76,0,Efforts transform focus priority areas gt Ensure access safe amp nutritious food gthi
1132,1304380954098761729,2020-09-11 11:27:08,YEFORD_,13,0,As comes close important look ahead ideal food system future one offers fair l
1140,1304380466192166913,2020-09-11 11:25:12,YEFORD_,3,0,Agribusiness firms anticipate continued growth demand processed prepared foods Yet must ensure f
1142,1304380410131030017,2020-09-11 11:24:58,YEFORD_,15,0,Add key publications reading list brush hot topics Biodiversity Food Safety
1143,1304380369077239809,2020-09-11 11:24:48,YEFORD_,37,0,Reducing food losses create income opportunities rural people.Any reduction on-farm losses increases amount p
1156,1304378254724300800,2020-09-11 11:16:24,YEFORD_,5,0,The combination growing urbanization amp changing diets collectively driving rapid growth urban food markets
1180,1304318426593329152,2020-09-11 07:18:40,YEFORD_,4,0,Today amp even tomorrow Africas rapidly growing cities food markets offer largest fastest growin
1183,1304318176658894848,2020-09-11 07:17:41,YEFORD_,9,0,The Africa Food Prize clarion call generation bold innovative individuals institutions reach new
1202,1304055943630651393,2020-09-10 13:55:39,YEFORD_,12,0,Households maintain healthy eating COVID pandemic ensuring constant availability nutritious foods Th
1219,1303990515466153985,2020-09-10 09:35:40,YEFORD_,41,0,Reducing key strengthening food systems safeguarding natural resources combating
1224,1303990340454678528,2020-09-10 09:34:58,YEFORD_,10,0,At today Abebe Haile-Gabriel speaks agri-food policy reforms
1229,1303976491655536640,2020-09-10 08:39:56,YEFORD_,13,0,`` We need food systems equitable sustainable resilient capable meeting global challenges malnu
1230,1303976478586089472,2020-09-10 08:39:53,YEFORD_,8,0,Reducing key strengthening food systems safeguarding natural resources comb
1234,1303976406062452737,2020-09-10 08:39:36,YEFORD_,21,0,`` The UN Food Systems Summit turning point worlds journey achieving realising visio
1254,1303941987494658050,2020-09-10 06:22:50,YEFORD_,47,0,Did know small family farms make farms worldwide They backbone many countries food systems
1257,1303941777330667520,2020-09-10 06:22:00,YEFORD_,18,0,At building back better requires food systems approach achieve betters better production
1262,1303752787143151622,2020-09-09 17:51:01,YEFORD_,36,0,thoughts creating sustainable food system A nutritious food system isto building sustainable economies- Enhance
1264,1303752737054752771,2020-09-09 17:50:49,YEFORD_,24,0,Food systems data Demystify food systems amp signals guide action Chronically underinvested inCurrent methods
1312,1303597272278675456,2020-09-09 07:33:04,YEFORD_,10,0,This session examine policies technologies investments needed make food systems supply chains resp
1320,1303265459186397184,2020-09-08 09:34:33,YEFORD_,41,0,Focusing food agriculture investing family farmers transforming rural sector spur progress towards
1332,1303253565713063936,2020-09-08 08:47:18,YEFORD_,8,0,'Only women able participate equal footing men transformation food systems able sus
1344,1303227406539542528,2020-09-08 07:03:21,YEFORD_,28,0,Now time show solidarity act responsibly adhere common goal enhancing food security food safet
1366,1303200563199389696,2020-09-08 05:16:41,YEFORD_,16,0,`` Immense potential platform bringing together gender experts food systems one roof ''
1368,1303200440088170496,2020-09-08 05:16:11,YEFORD_,20,0,Food markets changed years always bring people food together.They important farmer
1373,1302953384329216002,2020-09-07 12:54:29,YEFORD_,13,0,Great ongoing session 'Unlocking Sustainable Financing Africa 's Food Systems SMEs Register free
1377,1302897195885174785,2020-09-07 09:11:12,YEFORD_,43,0,Sustainable mechanization improve livelihoods millions people amp ensure enough food everyone.More h
1387,1302883061726679040,2020-09-07 08:15:02,YEFORD_,5,0,Farmers put daunt hard work working dirty make dining table healthy Food combinat
1423,1302576956165238784,2020-09-06 11:58:41,YEFORD_,68,0,With capacities allow us produce food yrs ago much technology science amp much agreem
1439,1302561145971183616,2020-09-06 10:55:52,YEFORD_,12,0,This article projects food insecurities poverty continue rise due impacts
1481,1302160797003644928,2020-09-05 08:25:01,YEFORD_,269,0,Am looking Agricultural related organization I brand ambassador promote Food security Agri
1489,1301808045878542337,2020-09-04 09:03:19,YEFORD_,6,0,Eat food medicine great snack high zinc content omega amp 6 aid testosterone levels raise antioxidant
1496,1301781975519449089,2020-09-04 07:19:43,YEFORD_,28,0,A swarm km2 contain million adults capacity consume amount food
1555,1301419082772815872,2020-09-03 07:17:43,YEFORD_,25,0,What major challenges global food systems face post-pandemic world Find joining
1556,1301419061583261698,2020-09-03 07:17:38,YEFORD_,11,0,Smallholder farmers SHF feed Africas cities drive food security rural prosperity inclusive economic growth
1558,1301419035863769094,2020-09-03 07:17:32,YEFORD_,28,0,Risk analyses food safety emergencies call reliable accurate data tools assess help
1578,1301406264703037447,2020-09-03 06:26:47,YEFORD_,16,0,In sub-Saharan Africa young entrepreneurs agrifood systems struggling overcome impacts pan
1606,1301119064832647170,2020-09-02 11:25:33,YEFORD_,5,0,The right adequate food international law provides strong foundation eradicating hunger malnutrition
1619,1301118335694893056,2020-09-02 11:22:39,YEFORD_,26,0,Chilies good add magic every spoon food take even spice wallet too.You
1650,1301041244748025857,2020-09-02 06:16:19,YEFORD_,70,0,Did know small family farms make farms worldwide They backbone many countries food systems
1668,1300772430881927176,2020-09-01 12:28:09,YEFORD_,43,0,Can Africa become self-sufficient food producer What would take Africa food secure Does continent h
1692,1300771939984846849,2020-09-01 12:26:12,YEFORD_,78,0,Not Just The Food We Eat Even The Clothes We Wear ...
1697,1300771663546589186,2020-09-01 12:25:06,YEFORD_,18,0,Improved access energy central food security especially fragile areas In Borno FAO 's fuel-efficient stoves
1698,1300771600443346944,2020-09-01 12:24:51,YEFORD_,103,0,Due looming food crisis result Covid-19 pandemic recently launched One million kitchen garden
1699,1300771559158710275,2020-09-01 12:24:41,YEFORD_,28,0,`` What food system Its universal question transcends place population plate '' explo
1701,1300771392825241600,2020-09-01 12:24:01,YEFORD_,5,0,Dr. Agnes Kalibata 's Message Building Sustainable Food Systems via
1704,1300771274130587650,2020-09-01 12:23:33,YEFORD_,5,0,L I N I N G AND P E G G I N G We must line peg cash crops also food crops This ensure w
1719,1300737749520179200,2020-09-01 10:10:20,YEFORD_,24,0,Resilient farmers key resilient food system.Small-scale farmers help us prevent crisis become f
1721,1300737688295927809,2020-09-01 10:10:06,YEFORD_,7,0,No Farmer .. No Food .. No Future ..
1722,1300737617999409153,2020-09-01 10:09:49,YEFORD_,83,0,Biodiversity food security connected many ways.Learn world 's food security depends
1738,1300718809179983872,2020-09-01 08:55:04,YEFORD_,14,0,What would summer without juicy sweet watermelon Watermelon makes perfect snack picnic food summer dessert
1739,1300718667659911168,2020-09-01 08:54:31,YEFORD_,1,0,Register today upcoming webinar role youth embracing vermiculture sustainable food systems To regi
1760,1300700074746556416,2020-09-01 07:40:38,YEFORD_,15,0,E-Conference The Largest Agriculture amp Food Systems Event Africa open registration
1770,1300434025379762177,2020-08-31 14:03:27,YEFORD_,24,0,Smallholder frontline keeping food supply chain running .Our free digital market
1814,1300326562626183170,2020-08-31 06:56:26,YEFORD_,165,0,From increased food production increased give us much Here benefits htt
1860,1299659045666775040,2020-08-29 10:43:57,YEFORD_,34,0,billion people world regular access safe nutritious sufficient food .To make healthy diets
1863,1299658761632649216,2020-08-29 10:42:49,YEFORD_,5,0,The ladies group soaring sea food business
1864,1299658744406724609,2020-08-29 10:42:45,YEFORD_,5,0,The ladies group soaring sea food business
1913,1299271392916054017,2020-08-28 09:03:34,YEFORD_,4,0,Embracing technologies helped rural food supply chains Bangladesh continue operating midst
1953,1299242912606232578,2020-08-28 07:10:23,YEFORD_,9,0,Low-income countries rely staple foods less fruits vegetables animal source foods high-income coun
1993,1298901975262793729,2020-08-27 08:35:37,YEFORD_,26,0,Did know small farms great potential They Provide food Create new jobs Increase demand lo
2017,1298869527992823809,2020-08-27 06:26:41,YEFORD_,6,0,`` According United Nations Food Agriculture Organisation FAO food sub-Saharan Africa perish
2039,1298855592069607425,2020-08-27 05:31:19,YEFORD_,5,0,During post sweetpotato plays critical role ensuring food amp nutrition sufficiency.We working ensu
2100,1298511833100361728,2020-08-26 06:45:20,YEFORD_,26,0,Local knowledge important building sustainable farming food systems highly productive friendly
2104,1298511701600538624,2020-08-26 06:44:49,YEFORD_,10,0,food produced world lost reaches consumer.Reducing trend offers great opportu
2122,1298198886025007104,2020-08-25 10:01:48,YEFORD_,8,0,brought new challenges food systems leaving actors battle quality
2125,1298198783583551489,2020-08-25 10:01:24,YEFORD_,24,0,New policy brief Strengthening Food Systems Fragile ContextsThe authors call greater emphasis fr
2131,1298198377272946688,2020-08-25 09:59:47,YEFORD_,16,0,Much access high quality food linked economic vitality sustainability hea
2134,1298177367052091392,2020-08-25 08:36:17,YEFORD_,14,0,Did know small farms great potential They Provide food Create new jobs Increase demand lo
2139,1298176482393624576,2020-08-25 08:32:47,YEFORD_,10,0,Call papers African Journal Food Agriculture Nutrition Development AJFAND peer reviewed scholarly
2141,1298176454870601729,2020-08-25 08:32:40,YEFORD_,25,0,`` People working day night ensure food systems thrive `` 's MD says
2171,1298154185058287616,2020-08-25 07:04:10,YEFORD_,67,0,Agricultural biodiversity vital coping changing climate securing future food benefits
2184,1298153537709527040,2020-08-25 07:01:36,YEFORD_,21,0,food lost post-harvest retail stage Reducing amp GLOBA
2195,1297911716097986568,2020-08-24 15:00:41,YEFORD_,7,0,The Cabinet Secretary declares Galana Kulalu Scheme ready commercial food production saying
2197,1297911508358385665,2020-08-24 14:59:52,YEFORD_,25,0,Food eat.Food water land culture labour technology economics policies.Food ever
2220,1297889663043149826,2020-08-24 13:33:03,YEFORD_,75,0,Climate change threatening home vulnerable resources need produce food
2255,1297827137500655618,2020-08-24 09:24:36,YEFORD_,17,0,Food labels Keep safe Keep healthy Stop buying counterfeit products Help detect ingredien
2287,1297799027124252678,2020-08-24 07:32:54,YEFORD_,55,0,Risk analyses food safety emergencies call reliable accurate data tools assess help
2292,1297798849663311872,2020-08-24 07:32:12,YEFORD_,11,0,Blog Why food waste concern tropical forest conservation Does wasting lead loss tropical
2297,1297798364394856449,2020-08-24 07:30:16,YEFORD_,11,0,Food essential all-round wellness humans Nutritional benefits fruit vegetables overemphasized hen
2300,1297798216977702912,2020-08-24 07:29:41,YEFORD_,168,0,BiodiversityFoodForests Freshwater Home Our know
2304,1297798040204578823,2020-08-24 07:28:59,YEFORD_,8,0,The continued infighting looming collapse Tuskys Supermarket presents another challenge bulk food su
2310,1297476287049732098,2020-08-23 10:10:27,YEFORD_,53,0,Reducing food loss contribute four dimensions food security food availability access food food utilizati
2312,1297476250219548672,2020-08-23 10:10:18,YEFORD_,24,0,food lost post-harvest retail stage Reducing amp
2319,1297475811570786304,2020-08-23 10:08:34,YEFORD_,18,0,Secure land ownership key catalyst poverty eradication food security nutrition.IFAD supporting mi
2329,1297188725634617345,2020-08-22 15:07:47,YEFORD_,8,0,If abated land required produce food going increase especially view sharply incre
2346,1297087582279544832,2020-08-22 08:25:52,YEFORD_,7,0,The FoodTech Africa accelerator unveiled KES billion program targeting youth women agribusin
2404,1296727877317201921,2020-08-21 08:36:32,YEFORD_,8,0,Knowledge help farmers grow food Free accessible.Simply SMS `` JOIN '' farming tips
2441,1296443963226947590,2020-08-20 13:48:22,YEFORD_,49,0,I grew eating amp seeing foods tied preserved amp sold LEAVES plastics A much healthier way humans
2449,1296443715431608320,2020-08-20 13:47:23,YEFORD_,6,0,Innovations amp Ideas Foodshot Global seeking innovative entrepreneurs global food sector apply
2476,1296357199174864896,2020-08-20 08:03:36,YEFORD_,7,0,makes already existing problems food systems bigger visible Brazils Zero Hunger program
2491,1296356710379028480,2020-08-20 08:01:39,YEFORD_,22,0,Reducing food losses create income opportunities rural people.Any reduction on-farm losses increases amount p
2501,1296355879802023941,2020-08-20 07:58:21,YEFORD_,8,0,How Covid19 impacted food supply amp production chains What opportunities reorient food systems
2503,1296355840665018369,2020-08-20 07:58:12,YEFORD_,10,0,`` Growing Your Own Food Like Printing Your Own Money ''
2515,1296113663800205312,2020-08-19 15:55:52,YEFORD_,17,0,The Food Systems Summit team looking exceptional people passion
2529,1296112954061053952,2020-08-19 15:53:03,YEFORD_,8,0,Although effects food systems mostly negative outliers This article h
2550,1296045497979940865,2020-08-19 11:25:00,YEFORD_,46,0,There enough food world feed worlds population billion people But today almost million p
2565,1296020962677346304,2020-08-19 09:47:31,YEFORD_,16,0,In rural areas women girls empowered food security increases whole community benefits Chec
2569,1296020762109841414,2020-08-19 09:46:43,YEFORD_,16,0,Reducing food loss contribute four dimensions food security food availability access food food utilizati
2574,1295987566542544901,2020-08-19 07:34:48,YEFORD_,17,0,Despite lockdown Uganda due farmers ensuring still enough food available With suppport
2576,1295987431368531975,2020-08-19 07:34:16,YEFORD_,27,0,Youth future food security agriculture Lets help overcome challenges give right
2584,1295986606898323457,2020-08-19 07:31:00,YEFORD_,9,0,Common Market Eastern amputhern Africa adopted food security response plan
2609,1295985752866783234,2020-08-19 07:27:36,YEFORD_,84,0,If 's safe 's food benefits
2636,1295637495074390016,2020-08-18 08:23:45,YEFORD_,15,0,food produced world lost reaches consumer.Reducing tend offers great opportun
2640,1295637328510300161,2020-08-18 08:23:05,YEFORD_,83,0,central successful efforts manage sustainably build resilience ensure food security But
2655,1295610869242630144,2020-08-18 06:37:57,YEFORD_,47,0,Plants make food eat produce air breathe How support
2664,1295610092042190848,2020-08-18 06:34:51,YEFORD_,90,0,The bring together voices hopes ideas actions amp mandates transform amp food systems Africa We
2667,1295609984235995136,2020-08-18 06:34:26,YEFORD_,49,0,Sustainable mechanization improve livelihoods millions people amp ensure enough food everyone.See
2674,1295609468005371904,2020-08-18 06:32:23,YEFORD_,23,0,Rural people need support investment build prosperity food security resilience communities
2679,1295608946422681600,2020-08-18 06:30:18,YEFORD_,24,0,A sustainable food system one delivers amp nutrition way economic social amp e
2685,1295319947258793984,2020-08-17 11:21:55,YEFORD_,4,0,I urge youth farmers take project ensure food security arid semi-arid Counties SIV
2700,1295319409964310529,2020-08-17 11:19:47,YEFORD_,40,0,Support local farmers local economy.Food fresh preservatives freeYou keep money local communityLo
2710,1295318128377962496,2020-08-17 11:14:42,YEFORD_,8,0,There infinite wisdom growing food time interpreted differently That everything takes time gr
2711,1295318020185874432,2020-08-17 11:14:16,YEFORD_,409,0,Here top foods avoid want better Sugar Soda amp sugary drinks3 White bread Marg
2722,1295276530839543809,2020-08-17 08:29:24,YEFORD_,124,0,Bees threatened extinction Yet without would n't able produce many foods e
2731,1295276115674771458,2020-08-17 08:27:45,YEFORD_,8,0,What concerns food consumption habits amp economic impacts online food deliveries increas
2736,1295248027792420865,2020-08-17 06:36:09,YEFORD_,84,0,Maintaining means Healthy ecosystems Resilient rural livelihoods Nutritious food Our future food de
2740,1295247442783461376,2020-08-17 06:33:49,YEFORD_,96,0,Bees tiny Without food eat would n't exist.But bees danger Beekeepers around
2755,1295246830440263680,2020-08-17 06:31:23,YEFORD_,24,0,Add key publications reading list brush hot topics Biodiversity Food Safety
2780,1294597824764678144,2020-08-15 11:32:28,YEFORD_,38,0,As upends food system farmers racing move sales online `` If dont engage digital
2787,1294597146914836480,2020-08-15 11:29:46,YEFORD_,30,0,Should matter us foods eat Grown Transported Processed Preserved Packagedshelved Preserv
2791,1294596854978674690,2020-08-15 11:28:37,YEFORD_,7,0,food lost post-harvest retail stage Reducing amp GLOBA
2796,1294552810219081733,2020-08-15 08:33:36,YEFORD_,10,0,From farm plate role play making food safe Safe food contributes healthy life pr
2816,1294552121136873472,2020-08-15 08:30:51,YEFORD_,12,0,AFRICA Building food systems resilience future global shocks another pandemic climate shock large-s
2818,1294552077709062146,2020-08-15 08:30:41,YEFORD_,20,0,When animals end consumers food produced humans farmers count losses
2828,1294551845772374016,2020-08-15 08:29:46,YEFORD_,23,0,The foods nourish arise thin air domesticated years amp still nurtur
2833,1294551696992067584,2020-08-15 08:29:10,YEFORD_,6,0,pandemic affecting key sectors contribute global food security nutrition amp livelihoods.New polic
2847,1294169153075634177,2020-08-14 07:09:05,YEFORD_,19,0,Rural food-producing households lot food market reduced income food sales Meanwhile low
2861,1294167605578797061,2020-08-14 07:02:56,YEFORD_,49,0,amp pollinators play key role production food.Here selection publications
2862,1294167594258374656,2020-08-14 07:02:53,YEFORD_,39,0,`` Food something eat survive part thrive '' explores r
2866,1294167372031496194,2020-08-14 07:02:00,YEFORD_,6,0,exposed weaknesses global food system put food reach many Can set food syst
2882,1293914299761487875,2020-08-13 14:16:23,YEFORD_,4,0,Call Ambassadors Day Go Thought For Food TFF seeking TFF ambassadors serve glo
2885,1293907400743718917,2020-08-13 13:48:58,YEFORD_,53,0,Plants make food eat What governments need protect More info
2891,1293906810005360647,2020-08-13 13:46:37,YEFORD_,5,0,While food packages cushion beneficiaries commodity price hikes limits dietary diversity amp fails
2910,1293809704163049478,2020-08-13 07:20:45,YEFORD_,27,0,fastest-growing cities Africa Cities drive demand agriculture amp food stimulate economic
2919,1293809176272154624,2020-08-13 07:18:40,YEFORD_,5,0,Application sound principles environmental sanitation personal hygiene amp established food safety practices reduc
2924,1293789350052995072,2020-08-13 05:59:53,YEFORD_,67,0,Investing Africa 's youth investing Africa 's future food
2928,1293789163502931968,2020-08-13 05:59:08,YEFORD_,39,0,exposed weaknesses global food system put food reach many Can technology set food sy
2930,1293789092048666624,2020-08-13 05:58:51,YEFORD_,32,0,Food safety problems often occur food quality amp hygiene standards observed policy briefs p
2932,1293789036520366080,2020-08-13 05:58:38,YEFORD_,9,0,The export-dependent Flower farms gravely affected due To aid workers access food
2939,1293788628439699457,2020-08-13 05:57:01,YEFORD_,7,0,With ravaging economy precipitating massive job losses limiting access food governme
2962,1293562831519064065,2020-08-12 14:59:46,YEFORD_,41,0,Youth future.The future agriculture.The future food.Our future without hunger Investing
2964,1293461558044119041,2020-08-12 08:17:21,YEFORD_,284,0,Youth future.The future agriculture.The future food.Our future without hunger Investing investi
2990,1293433649497616384,2020-08-12 06:26:27,YEFORD_,3,0,Call Ambassadors Days Go Thought For Food TFF seeking TFF ambassadors serve gl
2992,1293433550180671488,2020-08-12 06:26:03,YEFORD_,60,0,The e-Learning Academy offers multilingual self-paced e-learning courses food amp much
2995,1293433479175245824,2020-08-12 06:25:46,YEFORD_,6,0,Food kiosks mini hotels play large role food security especially informal workers How ha
3008,1293424827542503424,2020-08-12 05:51:24,YEFORD_,85,0,Reducing amp key strengthening food systems safeguarding natural resources combating cl
3035,1293092698837188608,2020-08-11 07:51:38,YEFORD_,88,0,If 's safe 's food benefits
3040,1293092538790957057,2020-08-11 07:51:00,YEFORD_,6,0,Agri data said crucial element building resilient food systems Read potential
3048,1293080008660004865,2020-08-11 07:01:12,YEFORD_,41,0,Plant genetic resources food agriculture essential sustainable agriculture food security.Checkout
3052,1293079330352922628,2020-08-11 06:58:31,YEFORD_,10,0,-With Kenyas robust mobile money ecosystem cash transfers proven effective food packages
3083,1293077452575645697,2020-08-11 06:51:03,YEFORD_,12,0,A female-led farming group putting food table giving much-valued support system Rumbek South
3106,1292731475373293568,2020-08-10 07:56:16,YEFORD_,27,0,`` As look build resilient amp sustainable food system future much learn indigenous c
3143,1292708099250434049,2020-08-10 06:23:22,YEFORD_,190,0,No matter size shape come potatoes potatoes delicious Love food matter
3152,1292707939107692545,2020-08-10 06:22:44,YEFORD_,51,0,Sustainable mechanization improve livelihoods millions people amp ensure enough food everyone Learn ho
3172,1292408210821984257,2020-08-09 10:31:43,YEFORD_,43,0,Millions indigenous amp rural people depend wildlife food income amp cultural identity working
3194,1292027017928617984,2020-08-08 09:17:00,YEFORD_,38,0,Soil dirt food eat comes soils Sustainably managed soils play important role
