,id,created_at,screen_name,retweet_count,favorite_count,text
720,1271001779463995392,2020-06-11 08:50:12,Maxwel_Kiptanui,13,0,Food security sustainable agriculture two main objectives agriculture production process objec
743,1269587832622002182,2020-06-07 11:11:41,Maxwel_Kiptanui,19,0,We without As celebrate let us reflect food farm
768,1267706719477653504,2020-06-02 06:36:49,Maxwel_Kiptanui,4,0,Shorter food supply chains make UK resilient face pandemics climate change b
773,1267652729293463552,2020-06-02 03:02:17,Maxwel_Kiptanui,15,0,Good article regarding choices must make build businesses Cheap food policy etc
774,1267652642123198464,2020-06-02 03:01:56,Maxwel_Kiptanui,2,0,Focussing growing food also enjoying colour garden
804,1265202124985688064,2020-05-26 08:44:27,Maxwel_Kiptanui,5,0,What future Food supply Considering situation characterized
833,1262481850741805056,2020-05-18 20:35:03,Maxwel_Kiptanui,21,0,Humbled part panelist tomorrow discuss effects covid19 food systems.Join discussion
849,1261732183292751873,2020-05-16 18:56:09,Maxwel_Kiptanui,32,0,loss incomereduced food availabilityreduced access vital basic servicesThe combined domestic amp international impact
866,1258626294901886976,2020-05-08 05:14:27,Maxwel_Kiptanui,17,0,May recall hardwork farmers provide food feed fiber nations.They men women
875,1255944360782376960,2020-04-30 19:37:24,Maxwel_Kiptanui,1209,0,During year old agricultural system Valencia producing food million people regi
879,1255878142071394306,2020-04-30 15:14:16,Maxwel_Kiptanui,29,0,Do know billion tons food wasted annually Roughly /3rd food produced globally ends binned
916,1251370151812964352,2020-04-18 04:41:08,Maxwel_Kiptanui,26,0,How make sustainable agriculture food systems nutrition-sensitive Join webinar share thoughts
925,1251025997455069184,2020-04-17 05:53:35,Maxwel_Kiptanui,31,0,Its fun It 's creative It 's time explore food science ...
946,1248534007811375105,2020-04-10 08:51:18,Maxwel_Kiptanui,3,0,To farmers signed contracts supply food stuffs learning institutions hope 've creative
952,1246094177059909632,2020-04-03 15:16:17,Maxwel_Kiptanui,16,0,It 's time reconsider investment opportunities farmers enhance produces food towa
0,1311393420196360193,2020-09-30 19:52:10,MamlakaFoods,17,0,Wonder could reduce food loss food waste Tips food waste reduction
2,1310612497515327488,2020-09-28 16:09:04,MamlakaFoods,24,0,Whether urban rural areas farmers grow food feeds us all.Investing resilience help us build brig
3,1309450662682521600,2020-09-25 11:12:21,MamlakaFoods,200,0,Food agriculture heart
10,1309138018251411456,2020-09-24 14:30:00,MamlakaFoods,0,2,In supporting backbone economy AGRICULTURE- The budget allocation Agriculture Food sector
20,1308622760831324160,2020-09-23 04:22:33,MamlakaFoods,1,0,Accessing food markets equally important production foods In Mamlaka foods strive ensure access marke
22,1308397209952686083,2020-09-22 13:26:18,MamlakaFoods,0,1,In future growth food production depend largely finding sustainable precise ways increasing
24,1308359656360882179,2020-09-22 10:57:04,MamlakaFoods,1,0,Accessing food markets equally important production foods In Mamlaka foods strive ensure access
25,1308358785078104065,2020-09-22 10:53:37,MamlakaFoods,31,0,Achieving food supplies food production 's access
28,1306495008372142080,2020-09-17 07:27:38,MamlakaFoods,1,3,So agriculture food systems I think many opportunities beyond farm And focus shou
29,1306490161837027334,2020-09-17 07:08:22,MamlakaFoods,25,0,`` Scientific research essential identifying pathways towards sustainable resilient African food systems
32,1306207228379136005,2020-09-16 12:24:06,MamlakaFoods,1,2,Agreed reducing post-harvest losses even small percentage increases food security less hunger
38,1303327710186483718,2020-09-08 13:41:55,MamlakaFoods,0,1,Todays food systems respond need people.The cause death one three people around
39,1303325907483013122,2020-09-08 13:34:45,MamlakaFoods,32,0,If 's safe 's food benefits More info
53,1299058711839813634,2020-08-27 18:58:26,MamlakaFoods,52,0,Today food lost With technologies reduce losses amp also improve food safety This increase sup
58,1296398038337019904,2020-08-20 10:45:52,MamlakaFoods,0,0,food loss
59,1296397998570774528,2020-08-20 10:45:43,MamlakaFoods,1,1,Food loss waste drains 940 billion global economy year Private sector turnaround pa
69,1292747650077523968,2020-08-10 09:00:32,MamlakaFoods,346,0,Borders closed Without food imports last months Yet I Have n't heard stories hunger starvation many
90,1283292358533152775,2020-07-15 06:48:35,MamlakaFoods,5,0,Agribusiness ultimate tool wealth generation job creation food security.Nothing `` odd ''
99,1280739064522604552,2020-07-08 05:42:42,MamlakaFoods,3,3,How Food Agriculture shaping impacting attainment
108,1278271876318576640,2020-07-01 10:18:59,MamlakaFoods,18,0,Did know important staple food nd Join Live Facebook event
112,1276725469681979394,2020-06-27 03:54:07,MamlakaFoods,9,0,Supporting rural areas vital help countries ensure food nutrition security
120,1274647682104033280,2020-06-21 10:17:43,MamlakaFoods,0,5,A happy Father 's Day farmers fathers always strive put food table
125,1271709823198015493,2020-06-13 07:43:43,MamlakaFoods,771,0,This plot barley yielded t/ha Just let sink in.The food crisis Kenya expo
130,1269560477736226817,2020-06-07 09:22:59,MamlakaFoods,0,1,How food safety affect agriculture
132,1269171726019112960,2020-06-06 07:38:14,MamlakaFoods,18,0,IfAfrica build food secure future face climate change investing climate-resilient infrastructures
134,1268492361191034887,2020-06-04 10:38:41,MamlakaFoods,13,0,Africa staggering 40B annual food import bill projected rise 110B .If 40B invested produ
156,1251090973498761216,2020-04-17 10:11:46,MamlakaFoods,19,0,With agricultural workers laid result pandemic time build robust food systems enc
157,1251090864870428673,2020-04-17 10:11:20,MamlakaFoods,1,5,Strengthening local capacity produce food prioritized stabilize prices post- Inc
160,1250503816748961798,2020-04-15 19:18:37,MamlakaFoods,3,0,Resilience food sector African continent priority COVID-19 disrupted supply chains
169,1248194334131961857,2020-04-09 10:21:34,MamlakaFoods,2,2,As always good hygiene important handling food prevent food-borne illnesses importantly
180,1240582385651105792,2020-03-19 10:14:24,MamlakaFoods,64,0,Here 's hard-working unstoppable women Growing food Raising children Supporting communities Fightin
185,1238388815569604609,2020-03-13 08:57:56,MamlakaFoods,3,5,Digitalization could means address challenges farmers mama Mbogas entire agri-food systems
9,1308697563974033408,2020-09-23 09:19:48,KlaEats,2,2,Stay tuned .... something big works changing face food service delivery Uganda ....
30,1302905479513993216,2020-09-07 09:44:07,KlaEats,6,7,Its happening give better Experience.Changing face food service delivery Uganda
65,1293438654430535682,2020-08-12 06:46:20,KlaEats,0,1,The Best local food around parts H amp M restaurant Delivering flavourful food affordable prices anywh
94,1285844963666866176,2020-07-22 07:51:43,KlaEats,0,1,We love food guess pour love onto burger table burger
116,1278596416038985728,2020-07-02 07:48:35,KlaEats,2,4,Are pondering eat bringing delicious food packed flavour complimen
122,1276778665255276545,2020-06-27 07:25:29,KlaEats,0,0,Because food love language Kush Lounge making sure fed whilst stay home stay safe call
127,1275353114816720896,2020-06-23 09:00:52,KlaEats,1,1,With dishes hit spot everytime always delivers delicious food Mexican touch Call
130,1273938432625164289,2020-06-19 11:19:25,KlaEats,0,1,Best Indian food town Call /0703027906 order enjoy authentic Indian cui
132,1273880603046424576,2020-06-19 07:29:37,KlaEats,0,3,Food brain meals Call place order get free delivery valid till
139,1272114301608787980,2020-06-14 10:30:58,KlaEats,0,2,Bight Benin bringing delicious west African food jam packed full flavour Call WhatsApp
146,1269151019671474176,2020-06-06 06:15:57,KlaEats,0,0,Every foodie fall love Aleph Restaurant Call enjoy free delivery valid till th June
148,1268800549706743808,2020-06-05 07:03:18,KlaEats,0,0,Came food stayed food Cayenne specials simply undeniable Call /077592
150,1268450416464998405,2020-06-04 07:52:00,KlaEats,0,2,Caramel Cafe lounge open serve lip smacking delicious food Call get delive
153,1266296726354227200,2020-05-29 09:14:00,KlaEats,0,1,Cafe Kawa handing world food platter choice Call place order get
154,1265940205208469504,2020-05-28 09:37:19,KlaEats,0,2,Good vibes Food vibes The Bistro Call free delivery valid till th June
155,1265895697225834498,2020-05-28 06:40:28,KlaEats,0,2,Cafe Kawa place foodies Call place order deliver
167,1262992715056283648,2020-05-20 06:25:03,KlaEats,0,4,Good food Good mood Miso Garden bringing discount call plac
171,1259810857577570304,2020-05-11 11:41:29,KlaEats,0,0,Lunch already sorted Kush 's Essential lunch offer food essential make good.Call
183,1257616598199910400,2020-05-05 10:22:17,KlaEats,1,2,Base Foods food soul get lockdown Simply call pre-order delive
185,1257607206721200132,2020-05-05 09:44:57,KlaEats,0,2,There nothing basic Base Foods.call pre-order try delicious chicken lollipops
187,1256919686714994691,2020-05-03 12:13:00,KlaEats,0,1,There sincere love love food The Cooper Chimney bringing Ramadan ca
199,1252912232301834240,2020-04-22 10:48:48,KlaEats,1,3,Goodies foodies special lockdown menu To place order call Hungry Horse
212,1249938593168216066,2020-04-14 05:52:38,KlaEats,0,0,Healthy delicious food Miso Garden delivered doorstep delivery fee ugx anywhere
231,1243498464476045312,2020-03-27 11:21:51,KlaEats,0,1,Let food come freely Call Click
2,1310848729101094912,2020-09-29 07:47:46,tarunga,14,0,Today st International Day Food Loss Food Waste When food lost wasted resources us
98,1310907687304036353,2020-09-29 11:42:02,WinnieCheche,14,0,Today st International Day Awareness Food Loss amp Waste Reducing food loss amp food waste key
102,1310892365817819136,2020-09-29 10:41:09,WinnieCheche,76,0,On first 're inviting share precious recipes tips reducing food waste Share ones tha
109,1310873860468887555,2020-09-29 09:27:37,WinnieCheche,188,0,billion tons food lost wasted year Yet people go bed hungry every day.More Tuesday 's
125,1310603831160582144,2020-09-28 15:34:37,WinnieCheche,15,0,`` We need redesign food system ... smart agriculture We need minimise resource extraction amp move towards
425,1307924251807227904,2020-09-21 06:06:56,WinnieCheche,2,0,Muthurwa market A food Market within capital
460,1307257312265015299,2020-09-19 09:56:45,WinnieCheche,8,0,The food eat Environment medications Environment air breathe Environment home Envir
495,1306981637389942785,2020-09-18 15:41:19,WinnieCheche,2,0,-a miracle grass ... Food Clothes Shelter Health Livelihood ... upto Climate-Change
623,1305010128341602304,2020-09-13 05:07:15,WinnieCheche,210,0,Every year percent edible food produced United States thrown away wasting percent count
676,1304434938452770816,2020-09-11 15:01:39,WinnieCheche,4,0,Please help get good food eaten tables Here timetable Plea
677,1304434779597819904,2020-09-11 15:01:01,WinnieCheche,5,0,Wow week Well done reduced food waste week
684,1304404652927135744,2020-09-11 13:01:18,WinnieCheche,0,4,Plastic bags food wrappers lifespan mere minutes hours yet may persist environment fo
855,1302883152382263297,2020-09-07 08:15:24,WinnieCheche,1,0,Urban consumers increasingly using plastic food drink containers lids cutlery stirrers straws insistently
1079,1300749502584889346,2020-09-01 10:57:02,WinnieCheche,1,0,Of waste collected around organic waste A small part sold pig food rest made int
1194,1299937516087373824,2020-08-30 05:10:30,WinnieCheche,302,0,It 's fair say must vegan environmentalist people live food apartheid people ca n't
1245,1299240688169738241,2020-08-28 07:01:33,WinnieCheche,12,0,Conserving Ewaso Ng'iro River means Education us children food table M people Preserving cultur
1400,1298164534121836545,2020-08-25 07:45:18,WinnieCheche,5,0,We need find balance producing food sustaining planet future generations
1448,1297808151153172480,2020-08-24 08:09:10,WinnieCheche,18,0,Growing food minimises ones exposure toxic pesticides.The little joys urban organic farmer
1455,1297786123373215745,2020-08-24 06:41:38,WinnieCheche,38,0,Locals killing giraffes Tsavo food Corona virus ravages Kenyas economy leaves millions hungry Serika
1460,1297785940941975553,2020-08-24 06:40:54,WinnieCheche,27,0,Did know products pesticides used food production Kenya carcinogenic cause cance
1561,1296878539602567169,2020-08-21 18:35:13,WinnieCheche,1,0,Food production one important Environmental Footprint 's Something
1616,1296714687011336193,2020-08-21 07:44:07,WinnieCheche,20,0,`` Reduce Food Waste '' drawing Emilie Matthey th grader USA
1639,1296393976438829057,2020-08-20 10:29:44,WinnieCheche,13,0,This Friday Food campaigner host live discussion Facebook page The topic
1733,1295235793779384321,2020-08-17 05:47:32,WinnieCheche,2,0,`` Vulnerability marine organisms microplastic exposure consumption seafood form fish amp shell
1835,1294551887627378694,2020-08-15 08:29:56,WinnieCheche,2,0,This virtual summit `` call action rethink food systems deliver resilient better nourished prosperou
1949,1292423167751880706,2020-08-09 11:31:09,WinnieCheche,18,0,Team Tsavos ground working rangers supporting food fire fighting equipment Support
2118,1288388398718361601,2020-07-29 08:18:26,WinnieCheche,15,0,We set ovacado Nursery using dead 'bathtub reduce landfills.Fruits suppliments basic foods reduce pove
2211,1287359088901459968,2020-07-26 12:08:19,WinnieCheche,0,1,Happy Restoring ecosystems help us protect jobs food sources amp biodiversity Check
2238,1286968151322828801,2020-07-25 10:14:52,WinnieCheche,6,0,More organizations supporting climate-friendly food UN Climate Conference Thank
2271,1286573869256540160,2020-07-24 08:08:08,WinnieCheche,7,0,If want able feed billion people need food system resilient sustainable
2273,1286573093843095552,2020-07-24 08:05:03,WinnieCheche,146,0,provide us water protect us disasters provide food livel
2441,1278981065420439554,2020-07-03 09:17:02,WinnieCheche,2,5,Rethinking Bulk Food Shopping Cheche Winnie
2922,1268802201151049730,2020-06-05 07:09:52,WinnieCheche,3,0,If continue path biodiversity loss severe implications humanity including collapse food
3135,1262099591979241480,2020-05-17 19:16:06,WinnieCheche,1,0,So want build eatery park visitors n't place get food refreshments My questi
864,1299392815303208961,2020-08-28 17:06:03,bamynchebbz,137,0,When stomach grumbles rumbles n't mean hungry.No It Migrating Motor Complex food remnants
1070,1296780565455294465,2020-08-21 12:05:54,bamynchebbz,64,0,The food industry heavily corrupted distorted.Seed oils sugars leading causes obesity diabetes
1316,1293661110109970434,2020-08-12 21:30:18,bamynchebbz,10081,0,Use money to- Look better grooming Feel better food choices Make money invest Use time to- Loo
1464,1290705761820127232,2020-08-04 17:46:48,bamynchebbz,0,0,People suffered Their currency devalued unemployment currently food crisis ec
1869,1285312927935926274,2020-07-20 20:37:36,bamynchebbz,363,0,Living alone waste much food Bread Lol Cant sell half loaves
2340,1279342641319235584,2020-07-04 09:13:49,bamynchebbz,368,0,This mess Testosterone1 Soya foods.2 ALCOHOL3 Sugar/simple carbs.4 Not eating meat.5 Inadequat
2460,1277560758335832064,2020-06-29 11:13:15,bamynchebbz,199,0,Fathers Stop pampering sons.They n't need soft life giving them.Your son needs Food+ Shelte
2596,1273938676817571844,2020-06-19 11:20:23,bamynchebbz,92,0,Parents Keep children away transfats.- Chips sausages samosa.- Fast-food chicken.- Deep-fried fish.Chi
2751,1271007504160428032,2020-06-11 09:12:57,bamynchebbz,204,0,Been summoned police explain I gave food people Kakamega.On way ..
3021,1263855028399484929,2020-05-22 15:31:34,bamynchebbz,113,0,Your mannerism towards food proportionate attitude towards life.Gluttonous people chaotic cluttered
3028,1263502685564817408,2020-05-21 16:11:29,bamynchebbz,29,0,Earlier today flagged food hampers donated partners vulnerable needy families Ka
3037,1263169231933194240,2020-05-20 18:06:28,bamynchebbz,1047,0,Distributed food families Nachu inspected construction Marengeta Dam Kikuyu Kiambu County
3040,1263168798175174658,2020-05-20 18:04:44,bamynchebbz,1333,0,Today families Nachu Ward part wider households benefitted food distribution
3149,1260529841213931521,2020-05-13 11:18:28,bamynchebbz,27333,0,Wallahi I hope everyone values fortunate wake shelter food daily
4,1307991551281332225,2020-09-21 10:34:21,FoundationWazi,2,0,Food crisis real enough.Why waiting food prices skyrocket urban centers inorder global eli
7,1307730171508785154,2020-09-20 17:15:43,FoundationWazi,0,0,Water land food health education social security pensions public transport housing hospitals amp schools se
9,1311347469511471104,2020-09-30 16:49:35,VMiheso,8,0,transformation possible without action Now time put food systems global agen
15,1311345841463009282,2020-09-30 16:43:06,VMiheso,5,0,The Champions Network engage parts food system amp regions Great see initi
23,1311283251412115466,2020-09-30 12:34:24,VMiheso,10,0,The highlights great opportunities Africas farmers drive continents food security amp econo
25,1310587421428510725,2020-09-28 14:29:25,VMiheso,3,0,The AATF webinar mechanization touches issues around rethinking food systems transformation
35,1308327260718497802,2020-09-22 08:48:21,VMiheso,13,0,We must relent effort transform food systems benefit everyone build stronger resilient mor
48,1304675035559399425,2020-09-12 06:55:42,VMiheso,12,0,It upon young people represented seize opportunity change business food I know
50,1304674845628796928,2020-09-12 06:54:57,VMiheso,20,0,BREAKING Dr Andr Bationo wins Africa Food Prize one press
79,1303729235257892865,2020-09-09 16:17:26,VMiheso,4,0,`` We need listen farmers diversity Farmers pioneers growing quality food sustainably ''
107,1301025769859223552,2020-09-02 05:14:50,VMiheso,0,0,Join Largest Agriculture amp Food SystemsEvent Africa happening September
115,1298328185143164930,2020-08-25 18:35:35,VMiheso,0,1,mechanization offers pathway food security
130,1294671022608785409,2020-08-15 16:23:20,VMiheso,38,0,Small producers important source food need greatest rural areas developing countries
132,1294270855527178245,2020-08-14 13:53:13,VMiheso,40,0,We need food systems equitable sustainable resilient amp capable meeting global challenges malnutrition
138,1291812575190056961,2020-08-07 19:04:53,VMiheso,46,0,Rwanda looks forward hosting virtual gathering ... We driving agenda food systems works
139,1291574561536913408,2020-08-07 03:19:06,VMiheso,71,0,Rwanda looks forward hosting virtual gathering ... We driving agenda food systems works inter
149,1283061515147501569,2020-07-14 15:31:17,VMiheso,5,0,Show farmers appreciation keeping food table pandemic Use tweet message
150,1282323120695672832,2020-07-12 14:37:11,VMiheso,4,0,A clear metric power urban food systems Africas development Thanks We must focus
154,1281473673510236161,2020-07-10 06:21:47,VMiheso,0,2,How incentivize food systems meet realities st century
173,1272246717291905030,2020-06-14 19:17:09,VMiheso,26,0,exposed dangerous deficiencies food systems actively threatens lives amp livelihoods peopl
197,1260522153772044290,2020-05-13 10:47:55,VMiheso,5,0,Africas smallholders produce food eat It therefore goes without saying cant farm C
203,1258653071556648960,2020-05-08 07:00:51,VMiheso,2,0,NEW RELEASE Situated heart food supply chains commercializing farmers highly vulnerable disruptions ac
216,1255052234221551616,2020-04-28 08:32:25,VMiheso,1,1,food production Africa come land
236,1252982872190996484,2020-04-22 15:29:30,VMiheso,38,0,On take time think food comes produced.From small-scale dairy farmers
239,1252446471946993665,2020-04-21 03:58:02,VMiheso,10,0,We need act stop health crisis transforming food crisis said Gilbert F.Houngbo President
259,1249268377513795585,2020-04-12 09:29:26,VMiheso,5,0,Market failures contribute significantly food loss waste Africa Time coordinated action
260,1248670070542348289,2020-04-10 17:51:58,VMiheso,5,0,Now ever Olam fully committed re-imagine global agriculture amp food systems We working around clock k
269,1247557059295490048,2020-04-07 16:09:16,VMiheso,24,0,threatens food nutrition securityRead Global Food Policy Report recs building
270,1247452450971439104,2020-04-07 09:13:35,VMiheso,2,2,COVID-19 lead food crisis Africa Smallholder farmers lifeline
279,1246105547620986888,2020-04-03 16:01:28,VMiheso,2,4,food production must continue
2,1310442344576167940,2020-09-28 04:52:56,ngum_azinwi,132,0,Not even harshest conditions stop team delivering food assistance Central African Republic See
20,1290252547899273216,2020-08-03 11:45:53,ngum_azinwi,34,0,Conflict insecurity Environmental shocksIncome inequalityWeak governanceAll play significant role food systems
22,1288745907991785474,2020-07-30 07:59:02,ngum_azinwi,28,0,Which countries affected fallout pandemic How impact food security This -WFP anal
42,1280151900420276225,2020-07-06 14:49:31,ngum_azinwi,70,0,Maintaining local food production systems ensure staple foods fresh fruits vegetables available even import
57,1266257502653431814,2020-05-29 06:38:09,ngum_azinwi,5,0,Today I chatted Aneti Margret two drought-affected people receiving food assis
58,1265911023107743744,2020-05-28 07:41:22,ngum_azinwi,2,0,storage grains amp pulses KEEP stores dry tidy amp aeratedSTORE food airtight hermetic bags stop con
63,1263331386624282626,2020-05-21 04:50:48,ngum_azinwi,7,0,hit Zambia 's farmland hard It 's serious threat countrys food security agriculture makes
81,1256448480941428736,2020-05-02 05:00:36,ngum_azinwi,5,0,Curious know able continue tracking food security despite physical limitations lockdow
95,1263700974209830912,2020-05-22 05:19:25,RonoChonginio,1,2,Agriculture n't left behind bearing brunt pandemic several facets food systems
0,1311393022874136576,2020-09-30 19:50:35,HamisiWilliams,14,28,So yesterday big day International Day Awareness Food Loss Waste Its sad
36,1277301814266912768,2020-06-28 18:04:18,HamisiWilliams,5,19,A weekend well spent distributing fortified food vulnerable sub locations Karungu Div court
40,1269300493634895873,2020-06-06 16:09:54,HamisiWilliams,5,11,And away locusts floods ave also upto food safety manenos Join tomorrow eveni
48,1260875421589090305,2020-05-14 10:11:41,HamisiWilliams,33,0,Following spread Desert Locust DL precipitated serious threat food security community livelihoods tod
50,1259920263573094400,2020-05-11 18:56:13,HamisiWilliams,145,0,FAO makes gains fight East Africa Yemen threat food security crisis remains
53,1257031554456588288,2020-05-03 19:37:31,HamisiWilliams,1,7,The food security situation The ship steady
76,1243168018500288514,2020-03-26 13:28:47,HamisiWilliams,0,1,Thanks bro trying level best circumstances Food nutrition security must secured even
31,1303261068882513921,2020-09-08 09:17:06,DASHJOHNTEZ1,6,0,An initiative recycling polythene bags kids bring back bags able redeem food sustainable
144,1254444363289067520,2020-04-26 16:16:57,DASHJOHNTEZ1,1,5,We really appreciate alot food distribution distributed angels
179,1243662063068733440,2020-03-27 22:11:56,DASHJOHNTEZ1,543,0,My heart bleeding thousands workers spent day keeping food supply chain embattled economy
28,1310954782270595074,2020-09-29 14:49:11,Consumers_Kenya,9,0,We must start thinking transformation food systems point view poorest
41,1310824381753503744,2020-09-29 06:11:01,Consumers_Kenya,6,0,There pesticide residue food water Pesticides run fields soak ground enter waterc
47,1310823600396611596,2020-09-29 06:07:54,Consumers_Kenya,7,0,If wish lead miserable life Nairobi think food Is tomato pick grocery safe And
76,1309875939145379840,2020-09-26 15:22:14,Consumers_Kenya,63,0,If isnt safe isnt food.Food starting point energy health well-being.How work toget
116,1309019385005309953,2020-09-24 06:38:36,Consumers_Kenya,12,0,What priorities make safe fair healthy amp sustainable An inclusive food system su
120,1308798891236753411,2020-09-23 16:02:26,Consumers_Kenya,9,17,The burden food safety economy cant understated estimates disea
122,1308780518629158912,2020-09-23 14:49:26,Consumers_Kenya,7,11,If wish lead miserable life Nairobi think food Is tomato pick grocery safe A
123,1308778170099871744,2020-09-23 14:40:06,Consumers_Kenya,11,0,Most people suffering ailments associated pesticides residues food Take action
143,1308405358604488709,2020-09-22 13:58:41,Consumers_Kenya,20,0,pandemic revealed fragility Kenyas food system Globally Kenya food security tinker
160,1308009825255686145,2020-09-21 11:46:58,Consumers_Kenya,8,0,Check second multimedia food series collaboration exploring Kenyas fragile food system
212,1307613033523482624,2020-09-20 09:30:16,Consumers_Kenya,0,3,sharing food crime
251,1306875481833308160,2020-09-18 08:39:30,Consumers_Kenya,1,7,Globally pesticides blame plummeting bee populations crucial food production polli
272,1306534882856914944,2020-09-17 10:06:04,Consumers_Kenya,8,0,Unsafe food result inappropriate agricultural practices poor hygiene stage food chain lack pr
281,1306268854029557760,2020-09-16 16:28:58,Consumers_Kenya,2,0,Availability vs accessibility The pandemic exacerbated issues around food security health amp nutrition f
323,1305773329308147712,2020-09-15 07:39:56,Consumers_Kenya,7,0,Is food plate safe
391,1304381992583270405,2020-09-11 11:31:15,Consumers_Kenya,76,0,Efforts transform focus priority areas gt Ensure access safe amp nutritious food gthi
417,1304040912952139777,2020-09-10 12:55:56,Consumers_Kenya,8,0,What problems need overcome achieve food justice sovereignty Kenyas informal settlements
418,1304040873051795458,2020-09-10 12:55:46,Consumers_Kenya,4,0,Lack basic social services creates situation many street food vendors sell food items l
419,1304040774938525698,2020-09-10 12:55:23,Consumers_Kenya,5,0,The principle food safety prevent food contamination also preventing ca
422,1304040532402999297,2020-09-10 12:54:25,Consumers_Kenya,4,0,Improving food security African informal settlements must form part broader set upgrading interventions
424,1304040356493905931,2020-09-10 12:53:43,Consumers_Kenya,2,0,Does cooking determine safe food
426,1304040152684265472,2020-09-10 12:52:54,Consumers_Kenya,6,0,Street food vending important source food many urban dwellers living informal sett
427,1304039999403446273,2020-09-10 12:52:18,Consumers_Kenya,6,0,Food traders typically located near residential areas offering food credit often better equipped
428,1304038431505424384,2020-09-10 12:46:04,Consumers_Kenya,1,0,Not really abolishing people depwnd street food suits pockets
433,1304038370251857922,2020-09-10 12:45:49,Consumers_Kenya,4,0,Mutura favorite street foodBut I think n't abolish check guide
434,1304038358998487042,2020-09-10 12:45:47,Consumers_Kenya,12,0,Q4 Having failed ensuring food market safe human consumption KEBS disbanded
438,1304038312857014273,2020-09-10 12:45:36,Consumers_Kenya,2,0,I totally agree statement Most foods banned foods passed
442,1304038267730489344,2020-09-10 12:45:25,Consumers_Kenya,2,0,Q5 What procedures reporting case food safety h
445,1304038235555987456,2020-09-10 12:45:17,Consumers_Kenya,1,0,In Kenya thing reporting food safety concerns If
454,1304038137765781505,2020-09-10 12:44:54,Consumers_Kenya,1,0,No Lots jobs lost Measures put place ensure food supplied
458,1304038093243248643,2020-09-10 12:44:43,Consumers_Kenya,6,0,Ban harmful agrochemicals boost food safety
459,1304038077564936197,2020-09-10 12:44:40,Consumers_Kenya,6,0,Gov't focus development food safety quality standards including strengthening food value cha
462,1304038042404085761,2020-09-10 12:44:31,Consumers_Kenya,13,0,Q8 Are government agencies responsible food safety management enough https
468,1304037972677996546,2020-09-10 12:44:15,Consumers_Kenya,2,0,Q9 laboratory tests food samples free general public
470,1304037951454748673,2020-09-10 12:44:10,Consumers_Kenya,1,0,Food safety stake Kenya
